condition_id,R0_um,k_fit,RMSE
f0_93,15.0,4.087216131994518,1.825846606372681
f1,15.0,0.00895299690969162,0.12268442942711391
f0_84,15.0,8.300539155050139,0.3303855869266854
f0_98,15.0,0.7724323253608292,1.0514780741693646
