f0_93,,f1,,f0_84,,f0_98,
X,Y,X,Y,X,Y,X,Y
0.21361815754339375,14.963302752293577,0.21361815754339375,14.963302752293577,0.053404539385859096,14.939220183486237,7.105427357601002e-15,14.963302752293577
10.040053404539385,11.977064220183486,10.360480640854483,15.003440366972477,5.34045393858478,11.912844036697248,15.380507343124172,13.951834862385322
14.098798397863817,9.986238532110091,35.781041388518034,14.80275229357798,10.040053404539385,6.967889908256881,62.002670226969286,10.636467889908257
20.293724966622165,7.931192660550458,55.754339118825115,14.7947247706422,12.01602136181576,4.944954128440367,87.36982643524699,8.725917431192663
27.556742323097467,4.045871559633026,84.37917222963952,14.802752293577981,13.244325767690256,2.440366972477065,114.01869158878506,6.422018348623855
,,106.38184245660881,14.891055045871559,,,133.40453938584778,5.017201834862387
,,125.76769025367156,15.099770642201833,,,148.09078771695593,2.408256880733946
,,145.84779706275035,14.987385321100918,,,,
